,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,Labeled Class
633,369552,2425.3091,907.0522,520.784,0.8188,0.9777,0.7579,1.7417,0.7895,0.7562,0.0025,0.0014,0.9961,57.3441,64.9994,79.6146,19.7735,22.4423,22.3683,0.5711,1.514,-0.1526,5.1509,8.6022,3.3219,-11451468800,-15191005184,-22665852928,5
634,348682,2230.7729,868.1721,514.5999,0.8054,0.9939,0.728,1.6871,0.8805,0.7675,0.0025,0.0015,0.9937,55.0291,61.2082,70.0694,19.769,19.2138,20.7082,0.0607,1.5356,0.5185,2.7297,7.6516,3.4094,-9958213632,-12224260096,-16277473280,5
635,333946,2397.759,899.7597,479.4367,0.8462,0.9794,0.6802,1.8767,0.7299,0.7247,0.0027,0.0014,0.9857,55.821,61.5875,76.7154,18.8382,19.4483,19.5183,0.4775,1.3187,-0.0112,5.219,8.1749,3.4798,-9682460672,-11881192448,-18540623872,5
636,390524,2520.322,880.0991,570.349,0.7616,0.9661,0.7113,1.5431,0.7726,0.8012,0.0023,0.0015,0.9906,44.9479,54.911,64.5858,20.0027,20.7984,19.7407,1.1627,1.9049,0.5472,6.769,10.2481,4.7325,-7694805504,-11349405696,-15312654336,5
639,305013,2128.178,791.0696,492.8919,0.7822,0.9855,0.7714,1.605,0.8463,0.7878,0.0026,0.0016,0.996,53.1636,61.2338,75.927,17.2981,19.1911,19.48,0.5948,1.6604,0.4106,5.1884,8.666,3.3644,-7854916608,-10701174784,-16580510720,5
641,292394,2104.054,786.5365,476.3308,0.7958,0.979,0.6981,1.6512,0.83,0.7757,0.0027,0.0016,0.9937,49.3462,59.046,70.9125,16.9336,19.484,20.8922,0.2936,1.3343,-0.0041,3.2897,7.9099,2.9726,-6457776640,-9574863872,-13996268544,5
642,299508,2159.3999,831.4197,466.0862,0.8281,0.9714,0.7548,1.7838,0.8071,0.7427,0.0028,0.0016,0.9841,43.3731,53.1238,57.127,18.0668,18.6397,17.987,0.3873,2.3998,0.9086,3.2238,13.4734,5.0416,-5281233408,-7895278592,-8995084288,5
643,438181,2603.1021,946.6895,593.0048,0.7795,0.9774,0.6904,1.5964,0.8126,0.789,0.0022,0.0014,0.9938,56.4215,58.2065,69.8423,19.2022,19.2578,18.9943,0.6096,1.8932,0.1125,4.7339,11.2955,4.2787,-13048867840,-13920427008,-19964092416,5
647,266271,1979.91,765.7112,444.7476,0.814,0.9917,0.654,1.7217,0.8536,0.7604,0.0029,0.0017,0.9955,35.7135,48.7046,63.5592,14.384,18.3537,20.3778,0.492,2.2612,0.2226,4.4464,14.1668,3.1325,-2989908224,-5908135936,-10182017024,5
648,324322,2206.6931,836.2029,495.7765,0.8053,0.986,0.7366,1.6867,0.837,0.7685,0.0026,0.0015,0.9961,72.645,76.6908,95.0792,22.5095,23.5206,26.3405,-0.037,0.6066,-0.0829,3.5628,4.1848,2.2788,-16560805888,-18664175616,-29422188544,5
659,417042,2416.6079,900.7124,591.0679,0.7546,0.9916,0.6972,1.5239,0.8974,0.809,0.0022,0.0014,0.9974,39.7193,49.0909,58.1494,15.4456,17.4788,18.7082,0.586,2.0037,0.5985,3.9905,10.9327,3.5445,-5883275776,-9243309056,-13094511616,5
664,406895,2607.74,942.4899,555.5389,0.8078,0.972,0.7873,1.6965,0.7519,0.7637,0.0023,0.0014,0.9895,54.2047,58.9548,65.795,21.2235,22.2972,22.3665,0.8631,2.0282,0.7061,4.5493,10.4426,3.9792,-11585471488,-13859176448,-17082999808,5
665,301865,2105.5049,781.5297,494.9785,0.7739,0.9891,0.6645,1.5789,0.8557,0.7933,0.0026,0.0016,0.9936,49.8865,55.267,63.0709,21.0763,23.0181,23.8064,0.3426,1.7853,0.5515,3.2214,9.9272,3.5318,-7326598656,-9212645376,-11895553024,5
668,356651,2280.439,835.3093,546.3404,0.7564,0.9889,0.7884,1.5289,0.8618,0.8067,0.0023,0.0015,0.995,69.6371,70.6731,82.4581,27.0443,23.8642,24.2816,0.466,1.2033,0.1496,3.7078,6.1275,2.6594,-17684740096,-17547194368,-23884163072,5
674,330662,2226.217,852.117,495.9751,0.8132,0.9801,0.6636,1.7181,0.8384,0.7615,0.0026,0.0015,0.9962,43.1261,49.9916,61.0303,17.1966,21.7289,22.9741,0.3389,2.0505,0.4318,3.5027,11.4502,3.2484,-5660197888,-8215779840,-12093665280,5
677,376345,2531.1399,876.8118,553.4316,0.7756,0.9688,0.664,1.5843,0.7382,0.7895,0.0023,0.0015,0.9875,59.6402,58.6451,67.6381,25.7492,23.5231,22.8199,1.0354,1.7026,0.5601,5.7658,8.0427,3.5003,-13777307648,-12925481984,-16764726272,5
681,350325,2386.7781,963.5161,465.2725,0.8757,0.9867,0.7847,2.0709,0.7728,0.6932,0.0028,0.0013,0.995,52.2699,59.6734,71.4915,15.9294,20.1275,18.6601,0.1241,2.5331,0.2873,3.9222,14.4461,4.6742,-8540762112,-11844352000,-16696905728,5
684,376776,2534.9299,964.1249,506.2896,0.851,0.9753,0.6188,1.9043,0.7368,0.7184,0.0026,0.0013,0.9828,62.2751,62.0958,71.861,23.0209,20.3069,22.2886,0.2386,1.6223,0.1024,3.6145,10.1526,3.2472,-14320820224,-13781369856,-18790600704,5
685,357359,2419.9121,913.3724,501.1158,0.8361,0.9761,0.6276,1.8227,0.7669,0.7385,0.0026,0.0014,0.9941,51.4133,60.6734,72.7342,17.1907,19.8685,19.2268,0.8403,2.1157,0.4013,6.2613,11.6033,4.1747,-8602771456,-12429481984,-17741076480,5
686,363778,2324.1609,857.509,541.6883,0.7752,0.9859,0.6962,1.583,0.8463,0.7937,0.0024,0.0015,0.9971,58.7076,60.5725,69.1723,20.4179,21.1654,20.9689,0.7023,1.772,0.5565,4.1236,8.9859,4.0427,-11916909568,-12828743680,-16592906240,5
694,338426,2288.4929,898.1483,484.7289,0.8419,0.983,0.6448,1.8529,0.812,0.7309,0.0027,0.0014,0.9898,63.2808,59.2007,70.4024,19.8264,21.1235,20.411,0.5887,2.109,0.6938,4.0812,10.5504,3.9334,-12753201152,-11420077056,-15907184640,5
695,349290,2386.824,930.0695,482.6588,0.8548,0.9736,0.6304,1.927,0.7705,0.717,0.0027,0.0014,0.9907,54.6703,60.7818,74.225,25.2564,25.7689,23.9296,1.5074,1.6023,0.6186,6.2582,6.6226,3.2619,-10876763136,-13275471872,-18916495360,5
702,379575,2457.2781,911.2972,536.4752,0.8084,0.9704,0.6193,1.6987,0.7899,0.7629,0.0024,0.0014,0.9885,59.844,62.8755,71.4249,18.9269,20.4109,19.7768,0.5964,1.8147,0.4875,3.8085,9.2689,4.1914,-12654697472,-14256795648,-18250622976,5
715,376389,2409.259,941.2642,509.9813,0.8405,0.9852,0.768,1.8457,0.8149,0.7355,0.0025,0.0014,0.9983,53.6526,58.6775,66.6855,21.093,21.1398,19.0449,0.9572,2.3066,0.7969,5.8969,11.4115,4.8959,-10489750528,-12495067136,-15629351936,5
716,369053,2355.499,924.204,510.8777,0.8333,0.9882,0.6515,1.8091,0.8359,0.7417,0.0025,0.0014,0.9952,60.8057,65.7577,78.6002,22.6583,21.5987,22.8785,0.2524,0.951,-0.1509,2.7832,5.9692,2.8681,-13334769664,-15339730944,-22153402368,5
721,321037,2208.8621,886.9792,463.216,0.8528,0.9898,0.8046,1.9148,0.8269,0.7208,0.0028,0.0014,0.9949,75.4571,68.0994,80.96,21.5353,19.0005,18.0669,-0.0201,1.5198,0.3797,2.3189,8.3348,3.6353,-17534924800,-13918539776,-19730227200,5
722,329750,2236.6001,887.1417,474.9108,0.8446,0.9913,0.6811,1.868,0.8284,0.7304,0.0027,0.0014,0.9965,49.7382,59.1934,77.5457,18.877,22.1704,22.8215,0.4943,1.6639,0.1733,4.3923,8.9968,3.191,-7649439744,-11283790848,-19262605312,5
723,359590,2390.23,962.7033,478.9148,0.8675,0.984,0.6287,2.0102,0.7909,0.7029,0.0027,0.0013,0.993,53.978,55.8501,62.9368,20.5256,21.9922,19.9415,1.3044,2.1169,0.7425,5.6295,9.7938,4.7334,-10056380416,-11013440512,-13426391040,5
726,348793,2331.863,908.0755,499.5217,0.8351,0.9678,0.6261,1.8179,0.8061,0.7339,0.0026,0.0014,0.979,66.8332,68.3227,75.7938,30.4461,25.7216,21.9936,1.1691,1.1495,0.0865,4.9365,5.3173,3.416,-16854707200,-16442027008,-19305512960,5
728,424394,2710.5901,1040.5283,524.012,0.8639,0.9763,0.626,1.9857,0.7259,0.7065,0.0025,0.0012,0.991,56.0743,59.3276,74.9684,20.4824,20.336,23.3234,0.1516,1.3525,-0.1456,3.7399,9.0406,3.3499,-12707684352,-14191678464,-23261112320,5
729,291190,2207.376,786.9467,477.844,0.7945,0.9722,0.647,1.6469,0.751,0.7737,0.0027,0.0016,0.986,63.9656,69.8309,88.5798,23.6015,24.1199,23.8197,1.0042,1.1128,0.0702,6.6875,6.25,3.669,-11766775808,-14033383424,-22461726720,5
736,391376,2544.783,897.7682,557.4372,0.7839,0.965,0.7216,1.6105,0.7595,0.7863,0.0023,0.0014,0.9957,40.1792,49.0953,54.4405,18.3966,17.6473,16.805,0.5411,2.24,0.8776,3.8065,12.7887,5.9955,-6051780608,-8706247680,-10500446208,5
742,307420,2221.959,867.9562,457.0818,0.8501,0.9758,0.6145,1.8989,0.7825,0.7208,0.0028,0.0015,0.9866,62.7738,70.3004,73.148,21.4614,20.6295,22.3599,0.5228,1.4647,0.3235,3.6032,7.2698,2.878,-11634758656,-14455312384,-15905784832,5
744,387240,2410.8999,920.8607,539.2838,0.8106,0.9793,0.7064,1.7076,0.8372,0.7625,0.0024,0.0014,0.9928,60.9374,75.3337,83.0958,18.7865,18.9808,21.1414,0.6071,1.3445,0.278,3.9642,7.1275,2.854,-13362652160,-20644857856,-25689358336,5
745,351580,2424.6331,914.5834,494.2882,0.8414,0.9741,0.751,1.8503,0.7515,0.7315,0.0026,0.0014,0.9902,91.7814,84.0416,85.2427,29.1557,23.5145,25.2907,-0.0599,1.1764,0.3414,3.5714,6.0995,3.0743,-30345447424,-24345434112,-25393334272,5
747,325847,2354.845,853.3223,491.4482,0.8175,0.962,0.6968,1.7363,0.7384,0.7548,0.0026,0.0015,0.9893,65.0075,78.4225,82.5774,20.296,17.9725,20.1406,0.8714,1.6774,0.1259,5.8951,9.1341,3.0831,-13035247616,-18737899520,-21176356864,5
748,417499,2586.47,1001.9357,534.8173,0.8456,0.9761,0.6757,1.8734,0.7842,0.7277,0.0024,0.0013,0.992,59.1925,70.2497,78.5158,17.492,17.9825,19.6634,1.0478,1.8092,0.3943,6.1418,10.1431,3.3054,-13382586368,-19105130496,-24358719488,5
749,299458,2141.3279,841.7073,456.2444,0.8403,0.9834,0.8036,1.8449,0.8207,0.7336,0.0028,0.0015,0.9929,66.6591,70.9795,75.3897,24.3771,20.2014,19.3708,0.5913,1.3356,0.2598,3.3253,7.4542,3.9798,-13218689024,-14292153344,-16023406592,5
757,291259,2136.6079,825.5577,452.6159,0.8363,0.9802,0.682,1.824,0.8018,0.7376,0.0028,0.0016,0.9925,73.8959,82.1043,95.2325,20.4818,17.9472,19.5398,0.1056,1.3653,0.0216,3.3299,7.4425,2.9472,-15101506560,-18432159744,-25415999488,5
759,370661,2404.842,953.9807,498.8006,0.8524,0.9802,0.8009,1.9125,0.8054,0.7201,0.0026,0.0013,0.9918,56.7692,61.3104,67.7697,23.6746,21.6822,23.6554,0.415,1.2826,0.6025,3.4422,6.8804,3.4942,-11957380096,-13461885952,-16742553600,5
761,361058,2397.439,904.1469,513.4807,0.8231,0.977,0.6466,1.7608,0.7894,0.7499,0.0025,0.0014,0.9902,48.4222,58.5752,70.5834,17.5982,18.64,19.2598,1.0131,1.7933,0.3379,6.1464,9.8329,4.0366,-7788868608,-11515881472,-16857891840,5
762,334863,2282.0659,872.7985,490.8819,0.8268,0.9816,0.7844,1.778,0.808,0.7481,0.0026,0.0015,0.9951,50.2657,54.4627,59.4627,22.9509,21.0088,20.3624,0.8557,1.616,0.8394,4.6889,9.3431,5.8903,-8566327296,-9606523904,-11240666112,5
764,310151,2237.895,812.6631,491.8975,0.796,0.9741,0.6735,1.6521,0.7782,0.7733,0.0026,0.0016,0.9879,53.8908,62.5963,74.1868,24.1558,23.4312,22.9483,1.4701,1.4692,0.3363,6.8713,6.5011,3.4063,-9219829760,-12018157568,-16602292224,5
765,277447,2027.295,798.4498,444.0995,0.831,0.988,0.7696,1.7979,0.8483,0.7444,0.0029,0.0016,0.9962,43.35,56.4619,67.5266,17.7179,19.914,19.9489,0.9488,1.7916,0.4764,5.7046,9.3015,3.8094,-4861062144,-8385276416,-11925044224,5
773,338914,2247.1541,868.6652,498.7621,0.8187,0.9877,0.7934,1.7416,0.8434,0.7562,0.0026,0.0015,0.996,57.2278,60.5528,67.6515,25.6349,22.3276,21.2683,1.3534,1.6601,0.7353,5.8509,7.4769,4.2094,-11514983424,-12141736960,-14840925184,5
776,304684,2173.7949,890.8111,437.7785,0.8709,0.9891,0.6176,2.0348,0.8103,0.6992,0.0029,0.0014,0.9948,42.235,54.8726,64.0758,15.2899,17.1868,17.0003,0.606,2.038,0.3622,5.1194,11.9348,4.5128,-4819791872,-8366038528,-11406175232,5
779,286603,2058.97,782.1415,469.3111,0.8,0.9843,0.6825,1.6666,0.8496,0.7723,0.0027,0.0016,0.9941,40.7009,51.5395,55.9645,17.1267,19.1487,18.073,1.3449,2.2863,0.8907,6.1146,11.2415,4.7723,-4415751680,-7188916736,-8271415296,5
782,337948,2288.22,884.1144,492.5711,0.8304,0.9849,0.7475,1.7949,0.8111,0.7419,0.0026,0.0015,0.9881,42.3763,49.7058,55.3693,15.178,15.8664,16.7767,0.7548,2.2013,0.6537,4.6549,14.2027,4.6688,-5372502016,-7470068736,-9373638656,5
783,347931,2379.052,949.2151,468.3536,0.8698,0.9817,0.7216,2.0267,0.7725,0.7012,0.0027,0.0013,0.9965,60.4464,58.6601,56.1995,24.847,18.7967,18.6389,0.248,1.8003,0.8659,3.3206,10.1066,5.4893,-12831958016,-11152902144,-10204946432,5
792,354813,2323.3391,908.402,502.3913,0.8331,0.9804,0.6669,1.8082,0.826,0.7399,0.0026,0.0014,0.9899,59.7636,63.1707,72.9671,29.9274,26.0896,21.8404,1.6286,1.8398,0.4745,7.2434,8.0758,3.9727,-14031996928,-14552771584,-18175991808,5
796,347731,2383.332,952.7579,471.4235,0.869,0.9711,0.6145,2.021,0.7693,0.6984,0.0027,0.0014,0.9857,46.8276,54.4937,61.2217,19.0801,20.8463,18.3735,0.626,2.8124,0.85,4.4443,14.314,5.0054,-7228691456,-9994105856,-12056366080,5
800,320409,2200.635,861.2217,477.5822,0.8322,0.9749,0.6545,1.8033,0.8314,0.7416,0.0027,0.0015,0.9919,42.6459,49.7131,60.2787,18.4339,20.9462,21.3694,0.9666,1.968,0.4809,5.8239,10.2713,3.7002,-5533850112,-7757913600,-11189478400,5
804,272029,1927.442,700.212,497.2475,0.7041,0.9908,0.8419,1.4082,0.9202,0.8405,0.0026,0.0018,0.9948,114.4694,95.3257,95.093,38.4702,31.5476,26.5996,-0.4132,0.4006,-0.002,2.4454,2.5487,3.3825,-38757539840,-25822574592,-24730755072,6
806,378039,2343.229,902.627,535.519,0.805,0.9889,0.7876,1.6855,0.8652,0.7686,0.0024,0.0014,0.9958,91.369,76.5056,87.0291,32.4652,26.8607,28.5116,-0.0727,0.8028,0.3082,2.2545,3.5794,3.1576,-33263110144,-22413066240,-29248870400,6
807,324530,2168.541,805.7068,514.7833,0.7693,0.9883,0.764,1.5651,0.8672,0.7978,0.0025,0.0016,0.9962,117.5867,101.986,99.437,32.1228,34.546,33.4984,0.1083,0.3181,0.3335,2.4943,2.2799,2.4289,-46975434752,-35978866688,-33972396032,6
808,332254,2172.4651,829.761,513.4503,0.7856,0.993,0.7927,1.616,0.8847,0.7839,0.0025,0.0015,0.993,124.6517,109.4388,105.1206,39.2576,37.6641,37.4144,-0.383,0.1207,-0.0417,2.3567,1.8934,2.0718,-56236732416,-43204186112,-39882215424,6
810,243353,1853.187,664.4248,469.841,0.7071,0.9893,0.7161,1.4141,0.8904,0.8378,0.0027,0.0019,0.9925,114.205,96.7,91.7427,33.6169,27.6732,31.2578,-0.813,-0.1437,-0.1166,2.6989,2.5866,2.3923,-33449897984,-23056840704,-21356206080,6
812,276444,2005.511,793.3969,445.7533,0.8273,0.9913,0.7839,1.7799,0.8637,0.7478,0.0029,0.0016,0.9952,117.7032,103.6028,94.2876,33.1305,29.2903,29.0009,-0.5769,0.0615,-0.1997,2.7322,2.658,2.6684,-40280231936,-30446127104,-25137954816,6
813,351763,2293.7791,878.5163,513.9243,0.811,0.9843,0.7913,1.7094,0.8401,0.7618,0.0025,0.0015,0.992,115.9109,97.5746,99.7513,29.993,25.0877,24.9032,-0.4387,-0.0435,0.1654,2.973,3.0988,3.3927,-48845398016,-33364766720,-34880897024,6
814,261345,1920.686,735.1219,454.3767,0.7861,0.9933,0.7287,1.6179,0.8902,0.7847,0.0028,0.0017,0.9962,130.1342,124.1908,115.7487,35.1778,31.2285,27.2781,-0.725,-0.5346,-0.3881,3.3377,2.7306,2.8277,-47154597888,-42062757888,-35686797312,6
815,306831,2101.9919,790.1249,496.5371,0.7779,0.9884,0.7543,1.5913,0.8727,0.7911,0.0026,0.0016,0.9958,91.1216,80.275,87.0155,27.4894,23.2496,26.5887,-0.2528,0.5652,0.4056,2.8271,4.5299,3.4053,-25755596800,-19303786496,-23348387840,6
816,243025,1855.1949,670.8918,463.4907,0.723,0.9878,0.7304,1.4475,0.8873,0.8291,0.0028,0.0019,0.9951,102.3167,93.6701,88.4323,39.2076,37.4973,34.9329,-0.0161,0.3164,0.1352,2.1633,2.1835,2.1143,-28104945664,-23498287104,-20579418112,6
817,310359,2138.5901,838.097,472.3667,0.826,0.9892,0.6902,1.7743,0.8527,0.7501,0.0027,0.0015,0.9982,118.9654,112.9083,109.6926,32.0961,31.0451,26.1562,-0.1863,-0.2601,-0.0163,2.1734,2.171,2.3246,-45976936448,-41103261696,-37712093184,6
818,259098,1871.046,672.9703,494.7143,0.6779,0.9935,0.8562,1.3603,0.93,0.8535,0.0026,0.0019,0.9909,94.948,77.4775,79.3696,30.3061,24.5234,21.6342,-0.311,0.5656,0.4518,2.2876,3.2655,3.8899,-24125356032,-15365107712,-15708191744,6
819,365088,2249.6321,863.308,541.9211,0.7784,0.9916,0.8012,1.5931,0.9065,0.7897,0.0024,0.0015,0.9936,89.315,77.3992,82.1948,31.563,29.0949,27.8578,-0.1121,0.1577,0.1656,2.0959,2.4816,2.7834,-30497318912,-22633324544,-25095098368,6
820,308938,2105.4199,789.2784,502.5179,0.7711,0.9833,0.7464,1.5706,0.8758,0.7946,0.0026,0.0016,0.9917,113.1862,98.2833,93.051,31.9813,32.1025,29.5672,0.2499,0.4634,0.4009,2.5366,2.3964,2.3728,-41374208000,-31278417920,-27523436544,6
821,332079,2135.427,808.1102,525.323,0.7599,0.9964,0.7971,1.5383,0.9151,0.8046,0.0024,0.0016,0.996,119.6231,104.3212,99.9769,33.7386,32.6795,33.1887,-0.268,-0.0578,-0.0584,2.1335,2.1043,2.2978,-50189832192,-37935366144,-35016134656,6
823,255422,1882.9041,710.4493,461.1236,0.7607,0.9955,0.7417,1.5407,0.9053,0.8027,0.0028,0.0018,0.9927,110.2829,94.1951,88.4926,31.4341,29.0247,29.2361,-0.2948,0.8425,0.623,2.7922,3.6251,3.1117,-32326483968,-23230640128,-20564807680,6
824,196561,1697.087,631.0634,400.5577,0.7727,0.9833,0.7121,1.5755,0.8576,0.7927,0.0032,0.002,0.9901,122.4855,110.4424,101.8517,40.0233,39.2505,32.1466,-0.0079,0.1724,-0.0587,2.0273,1.8135,2.1002,-32316256256,-26317094912,-21333108736,6
825,269740,1951.873,759.0534,453.6415,0.8018,0.9946,0.7875,1.6732,0.8897,0.7721,0.0028,0.0017,0.9974,129.7331,118.5972,114.9212,31.7326,32.7879,35.3136,-0.325,0.0293,-0.2582,2.4875,1.8914,2.3112,-47613259776,-39872339968,-37971353600,6
827,258106,1893.702,729.0965,452.9291,0.7836,0.9938,0.7531,1.6097,0.9045,0.7863,0.0028,0.0018,0.9952,136.8561,127.6367,122.5169,31.6046,31.2156,29.4682,-0.3891,-0.1767,-0.1665,2.6918,2.1543,2.756,-50845093888,-43960332288,-40072290304,6
828,289876,2087.52,818.5771,453.4831,0.8325,0.9878,0.6413,1.8051,0.8359,0.7422,0.0028,0.0016,0.9943,102.2361,83.2158,92.3974,25.1615,22.2901,23.9327,0.0142,0.7634,0.2324,2.7717,4.3011,2.9179,-30283675648,-19470006272,-24404664320,6
829,253517,1860.3199,672.4048,483.49,0.695,0.9912,0.6885,1.3907,0.9205,0.8449,0.0027,0.0019,0.9929,112.31,95.6156,88.7577,41.1919,40.5604,38.5865,0.0139,0.4202,0.28,2.0166,2.0764,2.1188,-35527884800,-26220158976,-22443444224,6
830,313487,2115.344,753.2776,532.3475,0.7075,0.9861,0.7391,1.415,0.8804,0.8387,0.0024,0.0017,0.9954,100.9183,93.8428,93.8314,30.3227,26.3904,30.3067,-0.0912,0.2309,0.1915,2.4395,2.629,2.5984,-32971653120,-27716632576,-28547557376,6
832,293477,2039.6071,766.5217,490.2007,0.7688,0.9925,0.7842,1.5637,0.8865,0.7975,0.0026,0.0017,0.9945,104.5977,94.5319,93.6084,36.712,29.8176,28.8225,-0.5207,0.2218,-0.0591,2.4069,2.6885,2.5575,-34653347840,-27017289728,-26276849664,6
833,355294,2266.9509,870.8358,521.8104,0.8006,0.9887,0.778,1.6689,0.8688,0.7723,0.0025,0.0015,0.9955,87.8037,73.7995,88.9422,26.7796,24.0738,28.2558,0.0013,0.9182,0.4644,2.8609,4.5472,3.1222,-27548553216,-19063996416,-28639526912,6
834,285626,2061.635,785.1763,465.285,0.8055,0.9875,0.6949,1.6875,0.8445,0.768,0.0027,0.0016,0.9955,102.1856,92.2826,88.0504,34.2513,31.521,29.6539,-0.0442,0.4894,0.5851,2.2405,2.3746,2.7014,-31685144576,-25452177408,-22856843264,6
835,363370,2249.0371,793.2402,586.2938,0.6736,0.993,0.7634,1.353,0.9027,0.8575,0.0022,0.0016,0.9948,96.2296,81.1004,88.5153,37.7564,36.5577,30.5455,0.3396,0.6883,0.3602,2.3142,2.4876,2.7035,-37033537536,-26804267008,-29595344896,6
836,342830,2196.917,797.9894,549.5345,0.7251,0.993,0.756,1.4521,0.8926,0.8279,0.0023,0.0016,0.9954,112.4774,96.5671,95.3569,37.448,34.4146,31.6006,0.2729,0.4998,0.3104,2.5342,2.3928,2.7032,-46956347392,-34180739072,-32570189824,6
838,248888,1939.901,701.8555,453.7137,0.763,0.9784,0.7205,1.5469,0.8311,0.8021,0.0028,0.0018,0.9951,109.3346,97.4485,101.2494,36.7727,36.156,31.1069,0.0274,0.626,0.0343,2.5056,2.3729,2.5246,-32087732224,-25637156864,-26501236736,6
842,273905,2009.04,701.0014,503.6558,0.6955,0.9722,0.7128,1.3918,0.8528,0.8424,0.0026,0.0018,0.9878,110.6825,98.2973,89.256,31.7662,31.9823,31.1403,-0.201,0.499,0.6337,3.0489,2.9795,3.2791,-34993274880,-27713413120,-22808387584,6
845,325346,2196.3879,836.8861,501.7307,0.8004,0.9734,0.7034,1.668,0.8475,0.7691,0.0026,0.0015,0.9865,118.5651,98.3212,100.9612,27.1952,24.9412,27.7748,0.0455,0.022,0.1432,2.7788,2.8082,2.9054,-46697398272,-31320088576,-33674153984,6
849,326358,2116.1909,760.83,548.6188,0.6929,0.9909,0.7674,1.3868,0.9158,0.8473,0.0023,0.0017,0.9955,121.3797,99.2844,96.5021,39.7929,35.3305,32.5834,-0.1476,0.4192,0.4261,2.2498,2.2445,2.8279,-52618768384,-34575134720,-31995652096,6
850,327911,2156.5811,786.681,535.171,0.7329,0.9884,0.8086,1.47,0.886,0.8214,0.0024,0.0016,0.9917,73.4656,61.3158,87.0085,29.3287,22.0776,29.637,0.4087,1.1167,0.2499,2.3905,6.2663,2.4809,-18492993536,-11971893248,-25614567424,6
851,304474,2109.019,800.2658,485.959,0.7945,0.9885,0.74,1.6468,0.8602,0.778,0.0026,0.0016,0.9968,95.7663,77.0931,75.2323,25.9639,24.8644,25.2381,-0.2347,0.9691,0.8161,2.8609,4.6558,4.7548,-27948740608,-17953349632,-17170835456,6
852,331374,2177.7839,822.1873,516.5453,0.778,0.9878,0.7817,1.5917,0.878,0.79,0.0025,0.0016,0.9935,111.4362,94.3569,96.4817,24.2131,23.1122,23.7143,-0.6778,-0.1215,0.2797,3.4921,3.7055,4.2621,-41180319744,-28961073152,-30452502528,6
853,296101,2069.2051,772.6999,493.0547,0.77,0.9812,0.8024,1.5672,0.869,0.7946,0.0026,0.0017,0.9896,104.7356,89.3631,86.8124,33.6159,29.6521,29.7512,-0.5645,0.0622,0.39,2.3775,2.5684,2.687,-34275383296,-24358311936,-23058806784,6
855,297687,2056.9331,756.6042,504.0089,0.7458,0.9885,0.7756,1.5012,0.8842,0.8137,0.0025,0.0017,0.9939,112.86,104.9882,102.3875,34.6349,33.4513,30.3164,-0.3094,0.0734,0.1223,2.2733,1.9818,2.2768,-40249806848,-34635747328,-32241197056,6
856,275854,1941.407,690.539,512.5972,0.6701,0.991,0.7212,1.3471,0.9197,0.8582,0.0025,0.0019,0.9923,115.1203,99.8041,91.0851,22.2337,22.342,24.5432,-0.4323,0.4516,0.3763,3.8797,3.0289,3.0014,-36392669184,-26983766016,-22655041536,6
857,216849,1730.665,642.5626,431.9132,0.7404,0.9918,0.77,1.4877,0.9098,0.8177,0.003,0.002,0.9948,93.9262,83.6829,79.7639,31.4149,28.2648,25.239,-0.1524,0.6314,0.5305,2.547,3.3133,3.3267,-19947859968,-15514071040,-13716213760,6
859,210586,1811.012,654.7697,415.6927,0.7726,0.9667,0.6764,1.5751,0.8069,0.7908,0.0031,0.002,0.9851,90.1191,79.5926,77.3377,25.5746,25.3144,24.1204,-0.344,0.6562,0.4868,2.9093,3.634,3.6663,-17034046464,-13276048384,-12392568832,6
860,212397,1773.141,649.371,418.6798,0.7644,0.9773,0.7605,1.551,0.8489,0.8008,0.0031,0.002,0.9947,100.2741,87.9583,86.0855,27.7175,26.1031,24.2651,-0.2521,0.4671,0.168,2.8597,2.8887,3.0498,-21660262400,-16450807808,-15513940992,6
862,321388,2174.022,833.3666,495.1312,0.8044,0.985,0.6724,1.6831,0.8545,0.7676,0.0026,0.0015,0.9917,77.665,65.0726,86.0766,24.6369,22.6829,27.0072,-0.1502,0.926,0.1855,2.7566,4.7271,2.3903,-19141732352,-13265294336,-24009738240,6
863,375569,2377.7141,953.837,504.36,0.8488,0.9897,0.6888,1.8912,0.8348,0.725,0.0025,0.0013,0.994,94.7214,76.8947,85.4264,32.2774,29.9381,28.1948,0.0547,0.6221,0.7132,2.3179,3.1932,4.2625,-35391660032,-23251091456,-27960356864,6
864,228916,1766.642,637.0115,460.6281,0.6907,0.9912,0.7393,1.3829,0.9217,0.8475,0.0028,0.002,0.9933,93.7598,85.2916,84.1497,38.5501,36.968,31.569,0.0312,0.5294,0.2952,2.3654,2.4302,2.2729,-22362648576,-18554675200,-17082385408,6
